fecha,trm
2015-06-30,2794.3932798393885
2015-07-01,2794.9552570134474
2015-07-02,2794.06208771082
2015-07-03,2795.892101554312
2015-07-04,2797.636325554136
2015-07-05,2799.8658368177466
2015-07-06,2803.1858859956415
2015-07-07,2805.4209892861304
2015-07-08,2808.9659761317344
2015-07-09,2808.3052489468187
2015-07-10,2810.5418851312184
2015-07-11,2811.616890041287
2015-07-12,2812.257806643905
2015-07-13,2813.015771409171
2015-07-14,2811.7648292072954
2015-07-15,2812.123777659353
2015-07-16,2810.6841939535384
2015-07-17,2811.1249826466046
2015-07-18,2811.9000539278477
2015-07-19,2810.2478242507764
2015-07-20,2809.9699409900895
2015-07-21,2810.1804749867083
2015-07-22,2810.545559862427
2015-07-23,2810.8519622546573
2015-07-24,2812.9622472424103
2015-07-25,2811.2373509614595
2015-07-26,2810.0194305057435
2015-07-27,2811.404347074459
2015-07-28,2810.570013094361
2015-07-29,2810.1058338784273
2015-07-30,2810.5726116469577
2015-07-31,2812.3089525935084
2015-08-01,2813.787768474581
2015-08-02,2813.2731567179676
2015-08-03,2813.2411430311054
2015-08-04,2815.2392624073927
2015-08-05,2815.481281850109
2015-08-06,2815.5022778624757
2015-08-07,2814.592911507571
2015-08-08,2813.1965085251527
2015-08-09,2810.783051324947
2015-08-10,
2015-08-11,2811.411531326016
2015-08-12,2814.487596772589
2015-08-13,2811.456407427218
2015-08-14,2810.8500574284994
2015-08-15,2814.456614608001
2015-08-16,2814.222092386647
2015-08-17,2815.5154350581092
2015-08-18,2814.3729859606706
2015-08-19,2814.005048864597
2015-08-20,2814.299553070627
2015-08-21,2816.1118611733696
2015-08-22,2820.135284385375
2015-08-23,
2015-08-24,2819.1902251471574
2015-08-25,2818.03529134183
2015-08-26,2817.919197535302
2015-08-27,2817.6247367907345
2015-08-28,2816.84849229412
2015-08-29,2815.111896140902
2015-08-30,2816.4281063385397
2015-08-31,2816.541683555379
2015-09-01,2817.426042132301
2015-09-02,2817.567556376051
2015-09-03,2817.731707116705
2015-09-04,2814.1086020254065
2015-09-05,2814.3515164085507
2015-09-06,2811.7080727088783
2015-09-07,2813.211212177633
2015-09-08,2813.1255470984456
2015-09-09,2814.9249040170275
2015-09-10,2818.6318464409383
2015-09-11,2822.4087232027737
2015-09-12,2824.160505394553
2015-09-13,2821.609129418723
2015-09-14,2821.1909177163757
2015-09-15,2820.6560770673864
2015-09-16,error
2015-09-17,error
2015-09-18,2819.149170150689
2015-09-19,2818.1514657444595
2015-09-20,2821.1526337583346
2015-09-21,2825.578025461167
2015-09-22,2821.8659760512996
2015-09-23,2820.6762250382776
2015-09-24,2822.218055741016
2015-09-25,2825.4187903413563
2015-09-26,2826.6242570917548
2015-09-27,2824.635540963756
2015-09-28,error
2015-09-29,2822.403223358936
2015-09-30,2821.8899086830174
2015-10-01,2820.537488533405
2015-10-02,2822.82483788942
2015-10-03,2824.2822455097253
2015-10-04,2823.293697600822
2015-10-05,2823.080570471618
2015-10-06,2823.0701485808486
2015-10-07,2822.4966366937983
2015-10-08,2819.1369088121114
2015-10-09,2820.1328014944056
2015-10-10,2821.5011175279606
2015-10-11,2821.493798803086
2015-10-12,2822.4077941991627
2015-10-13,2820.3713135106564
2015-10-14,2818.0143340756777
2015-10-15,2818.3412338806515
2015-10-16,2817.7841157425923
2015-10-17,2816.5729276380366
2015-10-18,2816.626436033351
2015-10-19,"2815,13"
2015-10-20,2813.3533000101443
2015-10-21,2814.994696778374
2015-10-22,2814.056045112939
2015-10-23,2815.4684371232433
2015-10-24,2817.9259893409717
2015-10-25,error
2015-10-26,2816.227527867768
2015-10-27,2817.619917073753
2015-10-28,2816.9785969908817
2015-10-29,2816.771589186918
2015-10-30,2816.6666788971106
2015-10-31,2815.4954933135255
2015-11-01,2817.095963919879
2015-11-02,2816.3575726305035
2015-11-03,2819.2855071605427
2015-11-04,2819.124069778131
2015-11-05,2818.466246667132
2015-11-06,2817.5360003260726
2015-11-07,error
2015-11-08,2816.643314422893
2015-11-09,2818.380348990119
2015-11-10,2820.2926614107687
2015-11-11,2820.9958862048647
2015-11-12,2818.873231298422
2015-11-13,2819.661068762444
2015-11-14,2818.86640920225
2015-11-15,2817.824635104662
2015-11-16,2819.578678445225
2015-11-17,2819.526009003529
2015-11-18,2823.4012964345316
2015-11-19,2820.6051438427667
2015-11-20,2822.1017183390654
2015-11-21,2825.6777464482875
2015-11-22,2822.9143704457842
2015-11-23,2824.0271484930836
2015-11-24,2823.4471843022475
2015-11-25,2825.52681471552
2015-11-26,"2825,79"
2015-11-27,2826.394525385285
2015-11-28,2827.0184948300007
2015-11-29,2827.775586166367
2015-11-30,2828.4463655408636
2015-12-01,2828.2417663851375
2015-12-02,2825.9330222066255
2015-12-03,2825.0080668969076
2015-12-04,2820.3342999144
2015-12-05,2822.1879590803924
2015-12-06,2822.5753293218113
2015-12-07,2824.62288181103
2015-12-08,2824.3907683802886
2015-12-09,2824.7156442100486
2015-12-10,2825.4383178561725
2015-12-11,2823.9634766466315
2015-12-12,2823.0750407137857
2015-12-13,2823.103169645011
2015-12-14,2820.4642508295146
2015-12-15,2819.96080044048
2015-12-16,2819.716386945862
2015-12-17,2819.7134127693153
2015-12-18,2820.255906443892
2015-12-19,2822.7909717072034
2015-12-20,2822.0309853687236
2015-12-21,2821.4511013726715
2015-12-22,2820.0102624192614
2015-12-23,2818.5200724625083
2015-12-24,2819.5517506092447
2015-12-25,2819.5553750934714
2015-12-26,2819.730903108483
2015-12-27,2821.8442244386742
2015-12-28,2822.8989058742004
2015-12-29,
2015-12-30,2822.6701902265486
2015-12-31,2822.058420322144
2016-01-01,2820.8626538359918
2016-01-02,2820.1142482553105
2016-01-03,2821.8240588088775
2016-01-04,2820.9393442353376
2016-01-05,2819.4361745437127
2016-01-06,"2820,35"
2016-01-07,2818.6605263931715
2016-01-08,2818.497705156524
2016-01-09,2816.474838769834
2016-01-10,2815.4463643512804
2016-01-11,2819.0173543207275
2016-01-12,2818.0115214029993
2016-01-13,2817.0836111271847
2016-01-14,2816.670669493031
2016-01-15,2816.329079540365
2016-01-16,2815.730567754447
2016-01-17,2816.72940762627
2016-01-18,2815.488386262453
2016-01-19,2817.889126071373
2016-01-20,2813.5551418990426
2016-01-21,2814.3632635256763
2016-01-22,"2812,42"
2016-01-23,2812.695966005702
2016-01-24,2812.257113526849
2016-01-25,2813.124270499645
2016-01-26,2813.8432154271522
2016-01-27,2815.7985301528006
2016-01-28,2818.782165470079
2016-01-29,2821.0514346886225
2016-01-30,2818.2955390084926
2016-01-31,2819.5712859125742
2016-02-01,2817.934978320889
2016-02-02,2818.7047587476604
2016-02-03,2817.900786163998
2016-02-04,2818.335020786228
2016-02-05,2818.293320933661
2016-02-06,2823.294754750885
2016-02-07,2822.720432142377
2016-02-08,2822.8928492262444
2016-02-09,2823.2435140154244
2016-02-10,2822.476579470081
2016-02-11,2822.3841549067565
2016-02-12,2823.6581958320394
2016-02-13,2823.44999587824
2016-02-14,2823.5617502278596
2016-02-15,
2016-02-16,2825.7483055510206
2016-02-17,2825.750352354614
2016-02-18,2827.9794492099263
2016-02-19,2828.037565563695
2016-02-20,2828.415739161314
2016-02-21,2827.5449205318505
2016-02-22,2828.9988641224695
2016-02-23,2829.8642827336125
2016-02-24,2827.5238795037176
2016-02-25,2826.480417183971
2016-02-26,2826.6873944497506
2016-02-27,2829.0152662111186
2016-02-28,2828.9509299837764
2016-02-29,2828.5156632317216
2016-03-01,2831.1642957619083
2016-03-02,2831.3044175452114
2016-03-03,2832.0804822288237
2016-03-04,error
2016-03-05,2829.1568734386915
2016-03-06,2830.8147223523
2016-03-07,2829.769694337683
2016-03-08,2829.3490762151496
2016-03-09,2830.1117744509206
2016-03-10,2826.0306557993476
2016-03-11,2826.9449304364507
2016-03-12,2826.825805120604
2016-03-13,2830.9364197684718
2016-03-14,2831.648820161029
2016-03-15,2830.1847335773573
2016-03-16,2830.1417033374805
2016-03-17,2830.916738125186
2016-03-18,2834.1548578104153
2016-03-19,2833.140991450029
2016-03-20,2836.405464802785
2016-03-21,2835.247534902253
2016-03-22,2837.399531991176
2016-03-23,2837.8539088020666
2016-03-24,2839.0377856446216
2016-03-25,2839.3548929584294
2016-03-26,2841.469905860433
2016-03-27,2842.392163176805
2016-03-28,2841.197397926621
2016-03-29,2845.090429852952
2016-03-30,2844.21069965026
2016-03-31,2843.8874826078118
2016-04-01,2842.4990655226056
2016-04-02,2842.91847778582
2016-04-03,2841.154629045261
2016-04-04,2837.6102127545128
2016-04-05,2835.877384664373
2016-04-06,"2835,48"
2016-04-07,2833.0687092653125
2016-04-08,2835.560871049644
2016-04-09,2833.799701570748
2016-04-10,2831.918972505908
2016-04-11,2830.8576922629636
2016-04-12,2829.9958324191425
2016-04-13,2830.7824956583217
2016-04-14,2830.604052597872
2016-04-15,2825.2587816462164
2016-04-16,2824.2632025123544
2016-04-17,2823.426665411552
2016-04-18,2823.31394211848
2016-04-19,2822.956870345674
2016-04-20,2822.0098526248007
2016-04-21,2823.0273601268486
2016-04-22,2822.4927497550266
2016-04-23,2824.3044179702683
2016-04-24,2823.2033354404293
2016-04-25,2826.13748059632
2016-04-26,2823.102735463506
2016-04-27,2822.504697436185
2016-04-28,2821.2401032209477
2016-04-29,2822.269281913787
2016-04-30,2819.8700497450136
2016-05-01,2820.6864075859567
2016-05-02,2819.7737510967363
2016-05-03,2820.7310161720216
2016-05-04,2818.7092602892367
2016-05-05,2819.293247966453
2016-05-06,2815.349800611844
2016-05-07,2816.772866630602
2016-05-08,2815.7185885918707
2016-05-09,2815.220436503217
2016-05-10,2815.187501260628
2016-05-11,2815.1898495122946
2016-05-12,2814.422002778442
2016-05-13,2812.4278256753078
2016-05-14,2812.955033484331
2016-05-15,2812.2188086677284
2016-05-16,2813.7179263291887
2016-05-17,2814.042842931036
2016-05-18,2814.438428664673
2016-05-19,2812.3688234626466
2016-05-20,2813.5382123130967
2016-05-21,2811.6962622634333
2016-05-22,2811.7547297695487
2016-05-23,2815.9328559655414
2016-05-24,2818.5844183587355
2016-05-25,2816.387359411162
2016-05-26,2816.987560221194
2016-05-27,2820.2344571737513
2016-05-28,2820.371547451964
2016-05-29,2820.904946924177
2016-05-30,2818.87144558601
2016-05-31,2818.967331735335
2016-06-01,2816.908078519273
2016-06-02,2816.0348669392138
2016-06-03,2818.3705023826906
2016-06-04,2819.38078203741
2016-06-05,2820.641707114305
2016-06-06,2822.900990981744
2016-06-07,2824.2161590284004
2016-06-08,2823.253226053146
2016-06-09,2818.907746629278
2016-06-10,2817.9786824213716
2016-06-11,2819.5159039050395
2016-06-12,2820.13902582748
2016-06-13,2821.3430572257553
2016-06-14,2822.322641746306
2016-06-15,2822.7971834574014
2016-06-16,2822.360363947174
2016-06-17,2820.7535307460817
2016-06-18,2821.6789326407425
2016-06-19,2822.575738381595
2016-06-20,2820.84232524885
2016-06-21,"2819,2"
2016-06-22,2820.9200326224204
2016-06-23,2819.1555956908683
2016-06-24,2817.0970651701728
2016-06-25,2818.226276807969
2016-06-26,2821.1933730113224
2016-06-27,2822.3344749270327
2016-06-28,2823.427707126186
2016-06-29,2825.6559295778957
2016-06-30,2825.9599933515656
2016-07-01,2825.153850043854
2016-07-02,2829.1153334982273
2016-07-03,2829.3270612454485
2016-07-04,2830.41757718701
2016-07-05,2830.225586309484
2016-07-06,2827.545530244785
2016-07-07,2827.6669386544972
2016-07-08,2825.944273983368
2016-07-09,2825.3673888439644
2016-07-10,2825.5706374367646
2016-07-11,2825.5173087294197
2016-07-12,2828.711034864931
2016-07-13,2828.515534682062
2016-07-14,2828.295641472859
2016-07-15,2829.6229555270297
2016-07-16,2827.9457767386307
2016-07-17,2829.2486351083385
2016-07-18,2830.3483192621675
2016-07-19,2831.864185690229
2016-07-20,2833.335572269595
2016-07-21,2833.3675448346908
2016-07-22,2831.928879301879
2016-07-23,2831.9816203893974
2016-07-24,2833.6099048452306
2016-07-25,2832.562064787296
2016-07-26,2834.7141058397247
2016-07-27,2834.1836185149887
2016-07-28,2835.9556425093006
2016-07-29,2836.0589330216544
2016-07-30,2831.82784166556
2016-07-31,2831.732791801289
2016-08-01,2833.3484425827337
2016-08-02,2833.0921775304882
2016-08-03,2831.2187992754652
2016-08-04,2831.6995858641008
2016-08-05,2830.5581749719568
2016-08-06,2832.100529300204
2016-08-07,2833.967873146225
2016-08-08,2834.442237989117
2016-08-09,2835.286638629013
2016-08-10,2832.393339680609
2016-08-11,2833.338951473736
2016-08-12,2834.946032980103
2016-08-13,2831.354397780547
2016-08-14,2832.7983760155107
2016-08-15,2831.428111393071
2016-08-16,2832.3372667248573
2016-08-17,2831.786381215012
2016-08-18,2831.3901149872568
2016-08-19,2829.3270111514103
2016-08-20,2830.240860763153
2016-08-21,2829.9675758424705
2016-08-22,2830.510888903245
2016-08-23,2828.8174289806207
2016-08-24,error
2016-08-25,2831.415369943457
2016-08-26,2834.58648887364
2016-08-27,2833.009019166793
2016-08-28,2833.0282196472613
2016-08-29,2831.2596031126664
2016-08-30,2832.407187518173
2016-08-31,2835.079099287151
2016-09-01,2831.4975083981817
2016-09-02,2833.581529028566
2016-09-03,2831.2555552405142
2016-09-04,2833.290924742858
2016-09-05,2831.741580954456
2016-09-06,2832.3076701464147
2016-09-07,2835.0498002939703
2016-09-08,2833.965344722231
2016-09-09,2833.9153779737962
2016-09-10,2834.4598274586783
2016-09-11,2834.4949843242393
2016-09-12,2834.724291699804
2016-09-13,2835.374030403457
2016-09-14,2836.382839439799
2016-09-15,2837.318431359139
2016-09-16,2838.645622695032
2016-09-17,2839.7478628572226
2016-09-18,2838.770602103867
2016-09-19,2839.137489662903
2016-09-20,2840.1837900048135
2016-09-21,2842.264644491179
2016-09-22,2840.553910534945
2016-09-23,2840.7856926656896
2016-09-24,2840.0117734091086
2016-09-25,2839.98774739159
2016-09-26,2840.019303745867
2016-09-27,2841.5892789126433
2016-09-28,2840.8537904330155
2016-09-29,2840.1047318403457
2016-09-30,2838.573948543585
2016-10-01,2839.498956997024
2016-10-02,2840.203660944575
2016-10-03,2836.1398009836776
2016-10-04,2836.837211538297
2016-10-05,2836.085116643734
2016-10-06,2838.2420654886787
2016-10-07,2837.063582311079
2016-10-08,2839.6252740435466
2016-10-09,2840.0476338891835
2016-10-10,2843.196431696399
2016-10-11,2844.8349666462705
2016-10-12,2844.1402524536347
2016-10-13,2843.4585099568726
2016-10-14,2841.0382032358552
2016-10-15,2842.7713593269405
2016-10-16,2842.9865473218365
2016-10-17,2840.9898340532345
2016-10-18,2841.587853461559
2016-10-19,2842.2578951582486
2016-10-20,2844.4326763363847
2016-10-21,2842.221943461378
2016-10-22,2842.5198283485297
2016-10-23,2842.862002426719
2016-10-24,2841.4365026961273
2016-10-25,2838.540497184356
2016-10-26,2836.5263290260677
2016-10-27,2834.9231243176723
2016-10-28,2835.703540211556
2016-10-29,2835.6718040915457
2016-10-30,2835.7428348273406
2016-10-31,2838.810509427827
2016-11-01,2837.876829792177
2016-11-02,2836.8940409673974
2016-11-03,2836.29954616912
2016-11-04,2836.131444561996
2016-11-05,2838.4375379021635
2016-11-06,2839.1648822157176
2016-11-07,2837.230968556378
2016-11-08,2837.6162097480756
2016-11-09,2838.11569927429
2016-11-10,2837.8116707037498
2016-11-11,2839.5377224686335
2016-11-12,2839.263474989419
2016-11-13,2839.4429184583933
2016-11-14,2842.349439865213
2016-11-15,2839.5121448128552
2016-11-16,2836.190981116422
2016-11-17,2837.3983790043476
2016-11-18,2837.6853764360394
2016-11-19,2839.835369499224
2016-11-20,2835.7616710571556
2016-11-21,2834.3333387202797
2016-11-22,2835.3456842496466
2016-11-23,2837.4842341414314
2016-11-24,2838.5086665274343
2016-11-25,2835.0902172464957
2016-11-26,2835.8940622780733
2016-11-27,2835.632613767004
2016-11-28,2834.85540910458
2016-11-29,"2836,11"
2016-11-30,2835.5803888987825
2016-12-01,2834.428623721646
2016-12-02,2834.210489796067
2016-12-03,2836.9258483238755
2016-12-04,2836.607794962888
2016-12-05,2831.1328903139115
2016-12-06,2831.5653366699225
2016-12-07,2833.076127731877
2016-12-08,2832.063776519749
2016-12-09,2832.3056091961953
2016-12-10,2834.3931302836622
2016-12-11,2835.0556398868334
2016-12-12,2837.1437142662503
2016-12-13,2836.2727114546337
2016-12-14,2835.66159568878
2016-12-15,2835.582632972073
2016-12-16,2835.6205790142662
2016-12-17,2833.8668214026925
2016-12-18,2832.797605534697
2016-12-19,2834.8325448341966
2016-12-20,2832.636190765781
2016-12-21,2832.720554525792
2016-12-22,"2831,7"
2016-12-23,2832.032595974291
2016-12-24,2831.698014081787
2016-12-25,2832.950969576128
2016-12-26,2832.577374671802
2016-12-27,2833.709691619008
2016-12-28,2833.553874075046
2016-12-29,2835.8556057929554
2016-12-30,2838.762031464641
2016-12-31,2839.399552702578
2017-01-01,2844.198130892371
2017-01-02,2845.0437803181176
2017-01-03,2843.47025134174
2017-01-04,2841.889481546977
2017-01-05,2845.400401151466
2017-01-06,2846.7315520325883
2017-01-07,2847.526434619468
2017-01-08,2846.6193356794092
2017-01-09,2847.7416529021493
2017-01-10,2847.898267927242
2017-01-11,2847.736542116295
2017-01-12,2846.124646430663
2017-01-13,2846.790175965622
2017-01-14,2848.259753963752
2017-01-15,2847.8688447017084
2017-01-16,2848.4268068250226
2017-01-17,2849.6383133173567
2017-01-18,2847.6151076867063
2017-01-19,2849.290086845707
2017-01-20,2848.238698795377
2017-01-21,2849.231920821736
2017-01-22,2851.302523200892
2017-01-23,2849.926963532928
2017-01-24,2849.3840667337663
2017-01-25,2850.443655585578
2017-01-26,2847.9370809339634
2017-01-27,2848.429004957933
2017-01-28,2844.8768236549167
2017-01-29,2843.947283280669
2017-01-30,2845.366952370579
2017-01-31,2847.603105148755
2017-02-01,2850.0429951624
2017-02-02,2850.564702237194
2017-02-03,2852.0570924558683
2017-02-04,2853.752695381416
2017-02-05,2855.739624863406
2017-02-06,2854.7786083774363
2017-02-07,2854.936573494532
2017-02-08,2854.715056004243
2017-02-09,2855.391552187925
2017-02-10,2854.7582333788664
2017-02-11,2854.8315650022996
2017-02-12,2857.4274217673374
2017-02-13,2856.593506121632
2017-02-14,2854.5082082643485
2017-02-15,2856.4673401306172
2017-02-16,2857.3757493746925
2017-02-17,2857.413501442442
2017-02-18,2858.745102938091
2017-02-19,2860.1033169013517
2017-02-20,2857.8507642242544
2017-02-21,2857.3220739276385
2017-02-22,2859.412242990805
2017-02-23,2858.4605462066506
2017-02-24,2859.2983554790744
2017-02-25,2859.132442003664
2017-02-26,2859.3057331081973
2017-02-27,2860.985561712197
2017-02-28,2859.926642863242
2017-03-01,2860.9584307508753
2017-03-02,2858.142605310684
2017-03-03,2856.6895944056714
2017-03-04,2855.329728097855
2017-03-05,2854.4711690797685
2017-03-06,2852.260200489587
2017-03-07,2854.706959332386
2017-03-08,2855.8492402775128
2017-03-09,2854.9187015466578
2017-03-10,2851.6266193145098
2017-03-11,2853.1937583252156
2017-03-12,2852.3614419756177
2017-03-13,2853.3546062189785
2017-03-14,2852.572167253093
2017-03-15,2852.8918766526285
2017-03-16,2852.483512582235
2017-03-17,2852.974585606934
2017-03-18,2854.01216732244
2017-03-19,2855.222021991379
2017-03-20,2855.141165619283
2017-03-21,2853.1847278624978
2017-03-22,2852.9975464824056
2017-03-23,2855.8688919714846
2017-03-24,2854.926524594182
2017-03-25,2854.7297439985527
2017-03-26,2852.1351332407116
2017-03-27,2852.300302584613
2017-03-28,2853.16181741909
2017-03-29,2854.609484204303
2017-03-30,2852.619913670068
2017-03-31,2851.441647180872
2017-04-01,2851.8861264696693
2017-04-02,2851.746909417293
2017-04-03,2850.659565352336
2017-04-04,2851.814731235396
2017-04-05,2850.433442603141
2017-04-06,2849.3769848838433
2017-04-07,2850.7753226104037
2017-04-08,2849.490176998513
2017-04-09,2848.617701401543
2017-04-10,2851.514562161143
2017-04-11,2850.9297471693635
2017-04-12,2853.4827907236677
2017-04-13,2851.1180529996973
2017-04-14,2851.5468088300067
2017-04-15,2850.309294080823
2017-04-16,2852.2519511904293
2017-04-17,2854.7453917761572
2017-04-18,2854.544591587137
2017-04-19,2853.321167066435
2017-04-20,2855.47107920511
2017-04-21,2855.1450830625254
2017-04-22,"2856,87"
2017-04-23,2856.566446850861
2017-04-24,error
2017-04-25,2859.936572245361
2017-04-26,2858.5168513906815
2017-04-27,2857.9508957322228
2017-04-28,2857.133410599001
2017-04-29,2858.6942290216894
2017-04-30,2862.5654454977516
2017-05-01,2860.738046747789
2017-05-02,2862.9504133738615
2017-05-03,2863.8938827075845
2017-05-04,2864.324253474186
2017-05-05,2865.063595563759
2017-05-06,2866.7032190218706
2017-05-07,2867.9604746919044
2017-05-08,2868.004301643569
2017-05-09,2868.847390956314
2017-05-10,2867.616411719573
2017-05-11,2867.0328509466353
2017-05-12,2865.528517382975
2017-05-13,2865.6796216650064
2017-05-14,2866.2196960707706
2017-05-15,2870.3584156361967
2017-05-16,2871.168694544831
2017-05-17,2869.707696169232
2017-05-18,2869.2790926411312
2017-05-19,2869.028762486607
2017-05-20,
2017-05-21,2869.8180723400933
2017-05-22,2868.183197579879
2017-05-23,2869.1413879260026
2017-05-24,2872.1002193546037
2017-05-25,2872.920428918461
2017-05-26,2873.022785774923
2017-05-27,2873.6705124488435
2017-05-28,2873.7438829819366
2017-05-29,2874.957860099944
2017-05-30,2873.7638021891544
2017-05-31,2873.1426274788973
2017-06-01,2872.5979059885385
2017-06-02,2873.38804505076
2017-06-03,"2871,82"
2017-06-04,2867.904600795696
2017-06-05,2867.5397654798285
2017-06-06,2871.2655284342654
2017-06-07,2870.5515103949647
2017-06-08,2874.056000236605
2017-06-09,2875.5050677329996
2017-06-10,2875.916731260843
2017-06-11,2877.125465948396
2017-06-12,2877.0294741710172
2017-06-13,2879.8318641788705
2017-06-14,2880.478445684818
2017-06-15,2880.954837522314
2017-06-16,2879.910677805006
2017-06-17,2881.8367630610655
2017-06-18,2882.414275041369
2017-06-19,2881.189266213443
2017-06-20,2881.527498985375
2017-06-21,2881.7002972922573
2017-06-22,2883.8023180716386
2017-06-23,2881.848186458137
2017-06-24,2882.2554920245966
2017-06-25,2880.0059050015243
2017-06-26,2880.8628147445115
